event_id,num_rows,duration_ms,rows_per_10ms,total_piezo_sum,total_piezo_max_sum,p1_sum_share,p2_sum_share,p3_sum_share,p1_peak_share,p2_peak_share,p3_peak_share,dominant_peak_sensor,dominant_sum_sensor,dominant_peak_margin,dominant_sum_margin,max_p1_minus_p2,max_p1_minus_p3,max_p2_minus_p3,sum_p1_minus_p2,sum_p1_minus_p3,sum_p2_minus_p3,p1_over_p2_peak,p1_over_p3_peak,p2_over_p3_peak,p1_over_p2_sum,p1_over_p3_sum,p2_over_p3_sum,overall_peak_value,overall_peak_idx,overall_peak_time_ms,overall_peak_pos_frac,overall_peak_sensor,p1_at_overall_peak,p2_at_overall_peak,p3_at_overall_peak,ax_at_overall_peak,ay_at_overall_peak,az_at_overall_peak,amag_at_overall_peak,p1_max,p1_min,p1_sum,p1_mean,p1_first,p1_last,p1_peak_idx,p1_peak_time_ms,p1_peak_pos_frac,p1_time_after_peak_ms,p1_first_half_sum,p1_second_half_sum,p1_pre_peak_sum,p1_post_peak_sum,p1_rise_slope,p1_fall_slope,p1_rows_above_50pct,p1_rows_above_75pct,p1_rows_above_90pct,p1_peak_concentration,p1_peak_sharpness,p2_max,p2_min,p2_sum,p2_mean,p2_first,p2_last,p2_peak_idx,p2_peak_time_ms,p2_peak_pos_frac,p2_time_after_peak_ms,p2_first_half_sum,p2_second_half_sum,p2_pre_peak_sum,p2_post_peak_sum,p2_rise_slope,p2_fall_slope,p2_rows_above_50pct,p2_rows_above_75pct,p2_rows_above_90pct,p2_peak_concentration,p2_peak_sharpness,p3_max,p3_min,p3_sum,p3_mean,p3_first,p3_last,p3_peak_idx,p3_peak_time_ms,p3_peak_pos_frac,p3_time_after_peak_ms,p3_first_half_sum,p3_second_half_sum,p3_pre_peak_sum,p3_post_peak_sum,p3_rise_slope,p3_fall_slope,p3_rows_above_50pct,p3_rows_above_75pct,p3_rows_above_90pct,p3_peak_concentration,p3_peak_sharpness,peak_idx_diff_p1_p2,peak_idx_diff_p1_p3,peak_idx_diff_p2_p3,ax_abs_max,ay_abs_max,az_abs_max,ax_mean,ay_mean,az_mean,amag_max,amag_mean,amag_sum,amag_peak_idx,amag_peak_time_ms,amag_peak_pos_frac,amag_peak_minus_overall_piezo_peak_idx,label
15,23,197,1.16751269035533,7621,1441,0.16611993176748457,0.8176092376328565,0.016270830599658836,0.2505204718945177,0.7099236641221374,0.0395558639833449,2,2,662,4965,-662,304,966,-4965,1142,6107,0.35288367546432065,6.333333333333333,17.94736842105263,0.20317766008666346,10.209677419354838,50.25,1023,1,8,0.045454545454545456,2,361,1023,57,32767,-32768,9132,47231.467656637564,361,0,1266,55.04347826086956,33,80,1,8,0.045454545454545456,189,977,289,394,1233,41.0,1.4867724867724867,1,1,1,0.31121642969984203,344.5,1023,0,6231,270.9130434782609,553,0,1,8,0.045454545454545456,189,5020,1211,1576,5678,58.75,5.412698412698413,6,2,2,0.4020221473278767,282.0,57,0,124,5.391304347826087,21,1,1,8,0.045454545454545456,189,121,3,78,103,4.5,0.2962962962962963,1,1,1,0.6290322580645161,46.5,0,0,0,32768,32768,32768,-3614.8695652173915,14080.130434782608,12895.260869565218,56755.84086241697,30764.77653235026,707589.860244056,2,17,0.09090909090909091,1,left_hook
16,21,188,1.1170212765957446,6783,1397,0.1534719150818222,0.818811735220404,0.027716349697773847,0.21045096635647817,0.7322834645669292,0.0572655690765927,2,2,729,4513,-729,214,943,-4513,853,5366,0.2873900293255132,3.675,12.7875,0.1874324810947065,5.537234042553192,29.54255319148936,1023,0,0,0.0,2,28,1023,80,7252,32767,14776,36668.760123571126,294,0,1041,49.57142857142857,28,62,1,8,0.05,180,777,264,322,1013,33.25,1.288888888888889,1,1,1,0.3371757925072046,265.5,1023,0,5554,264.4761904761905,1023,0,0,0,0.0,188,4445,1109,1023,5554,0.0,5.441489361702128,3,3,3,0.3683831472812387,0.0,80,0,188,8.952380952380953,80,4,0,0,0.0,188,179,9,80,188,0.0,0.40425531914893614,1,1,1,0.5691489361702128,26.5,1,1,0,32768,32768,32768,-3155.3333333333335,14299.238095238095,14549.0,56755.84086241697,32138.776913217695,674914.3151775716,2,16,0.1,2,left_hook
17,20,184,1.0869565217391304,6500,1455,0.18569230769230768,0.7963076923076923,0.018,0.2632302405498282,0.7030927835051546,0.03367697594501718,2,2,640,3969,-640,334,974,-3969,1090,5059,0.37438905180840665,7.816326530612245,20.877551020408163,0.2331916537867079,10.316239316239317,44.23931623931624,1023,0,0,0.0,2,75,1023,49,12460,-12644,25660,31201.889942758276,383,0,1207,60.35,75,78,1,8,0.05263157894736842,176,968,239,458,1132,38.5,1.7329545454545454,1,1,1,0.37945318972659486,345.5,1023,0,5176,258.8,1023,0,0,0,0.0,184,4276,900,1023,5176,0.0,5.559782608695652,4,3,2,0.3952859350850077,0.0,49,0,117,5.85,49,0,0,0,0.0,184,113,4,49,117,0.0,0.266304347826087,1,1,1,0.5384615384615384,17.5,1,1,0,32768,32768,32768,-4619.7,10531.05,11525.65,56755.84086241697,32143.631579833174,642872.6315966635,2,16,0.10526315789473684,2,left_hook
18,19,186,1.021505376344086,5152,1357,0.2451475155279503,0.7459239130434783,0.008928571428571428,0.22991893883566691,0.7538688282977155,0.016212232866617538,2,2,711,2580,-711,290,1001,-2580,1217,3797,0.30498533724340177,14.181818181818182,46.5,0.3286494925839188,27.456521739130434,83.54347826086956,1023,1,7,0.05555555555555555,2,141,1023,0,32767,-32768,-32768,56755.263518020955,312,0,1263,66.47368421052632,312,71,0,0,0.0,186,1007,256,312,1263,0.0,1.2956989247311828,2,1,1,0.3586698337292161,85.5,1023,0,3843,202.26315789473685,0,0,1,7,0.05555555555555555,179,2945,898,1023,3843,146.14285714285714,5.715083798882682,1,1,1,0.38121259432734844,802.0,22,0,46,2.4210526315789473,13,0,3,23,0.16666666666666666,163,41,5,35,33,0.391304347826087,0.13496932515337423,2,1,1,0.4782608695652174,22.0,-1,-3,-2,32768,32768,32768,-1205.842105263158,10607.157894736842,15137.631578947368,56755.263518020955,32604.867394716606,619492.4804996155,1,7,0.05555555555555555,0,left_hook
19,23,196,1.1734693877551021,7203,1352,0.24281549354435653,0.7380258225739276,0.019158683881715953,0.20266272189349113,0.7566568047337278,0.040680473372781065,2,2,749,3567,-749,219,968,-3567,1611,5178,0.2678396871945259,4.9818181818181815,18.6,0.32900677200902934,12.673913043478262,38.52173913043478,1023,2,15,0.09090909090909091,2,274,1023,0,29236,-32768,-32768,54792.5847537785,274,0,1749,76.04347826086956,12,64,2,15,0.09090909090909091,181,1318,431,545,1478,17.466666666666665,1.160220994475138,6,2,2,0.39622641509433965,64.5,1023,0,5316,231.1304347826087,442,0,2,15,0.09090909090909091,181,4141,1175,1465,4874,38.733333333333334,5.651933701657459,4,1,1,0.3126410835214447,703.5,55,0,138,6.0,55,0,0,0,0.0,196,123,15,55,138,0.0,0.28061224489795916,1,1,1,0.47101449275362317,22.5,0,2,2,32768,32768,32768,243.7391304347826,11309.04347826087,14137.347826086956,54845.41009966103,29824.150683143147,685955.4657122924,1,7,0.045454545454545456,-1,left_hook
20,23,205,1.1219512195121952,10916,1354,0.11469402711615977,0.8685415903261268,0.01676438255771345,0.21122599704579026,0.7555391432791728,0.03323485967503693,2,2,737,8229,-737,241,978,-8229,1069,9298,0.27956989247311825,6.355555555555555,22.733333333333334,0.13205358084590232,6.841530054644808,51.80874316939891,1023,2,17,0.09090909090909091,2,131,1023,0,-32768,-32768,-32768,56755.84086241697,286,0,1252,54.43478260869565,16,65,1,9,0.045454545454545456,196,1050,202,302,1236,30.0,1.1275510204081634,2,1,1,0.34584664536741216,212.5,1023,0,9481,412.2173913043478,674,3,2,17,0.09090909090909091,188,8116,1365,2645,7859,20.529411764705884,5.425531914893617,9,7,6,0.3015504693597722,105.0,45,0,183,7.956521739130435,7,0,4,32,0.18181818181818182,173,176,7,91,137,1.1875,0.26011560693641617,4,2,1,0.3825136612021858,32.5,-1,-3,-2,32768,32768,32768,-4471.04347826087,13374.434782608696,13745.08695652174,56755.84086241697,31514.669479358272,724837.3980252403,2,17,0.09090909090909091,0,left_hook
1,6,116,0.5172413793103449,652,156,0.03067484662576687,0.9693251533742331,0.0,0.1282051282051282,0.8717948717948718,0.0,2,2,116,612,-116,20,136,-612,20,632,0.14705882352941177,20.0,136.0,0.03164556962025317,20.0,632.0,136,0,0,0.0,2,0,136,0,32767,-12488,-4552,35360.24797707165,20,0,20,3.3333333333333335,0,0,1,8,0.2,108,20,0,20,20,2.5,0.18518518518518517,1,1,1,1.0,20.0,136,65,632,105.33333333333333,136,65,0,0,0.0,116,374,258,136,632,0.0,0.6120689655172413,5,4,2,0.39556962025316456,11.0,0,0,0,0.0,0,0,0,0,0.0,116,0,0,0,0,0.0,0.0,6,6,6,0.0,0.0,1,1,0,32767,12488,8988,4759.666666666667,-4090.6666666666665,5232.666666666667,35360.24797707165,19729.598038220443,118377.58822932266,0,0,0.0,0,jab
2,7,132,0.5303030303030303,702,349,0.49145299145299143,0.5085470085470085,0.0,0.7650429799426934,0.2349570200573066,0.0,1,2,185,12,185,267,82,-12,345,357,3.2560975609756095,267.0,82.0,0.9663865546218487,345.0,357.0,267,0,0,0.0,1,267,0,0,32767,10816,-19584,39676.12885602626,267,0,345,49.285714285714285,267,0,0,0,0.0,132,345,0,267,345,0.0,2.022727272727273,1,1,1,1.0,94.5,82,0,357,51.0,0,65,3,28,0.5,104,70,287,152,287,2.9285714285714284,0.16346153846153846,5,5,2,0.6106442577030813,14.0,0,0,0,0.0,0,0,0,0,0.0,132,0,0,0,0,0.0,0.0,7,7,7,0.0,0.0,-3,0,3,32767,16896,32768,12389.285714285714,1314.857142857143,-4464.0,49324.36445611844,25033.802095197247,175236.61466638072,1,8,0.16666666666666666,1,jab
3,9,262,0.3435114503816794,809,328,0.7836835599505563,0.21631644004944375,0.0,0.75,0.25,0.0,1,1,164,459,164,246,82,459,634,175,3.0,246.0,82.0,3.6228571428571428,634.0,175.0,246,0,0,0.0,1,246,0,0,32767,4324,-31276,45503.42229986663,246,0,634,70.44444444444444,246,66,0,0,0.0,262,314,320,246,634,0.0,0.6870229007633588,1,1,1,0.38801261829652994,123.0,82,0,175,19.444444444444443,0,6,1,18,0.125,244,160,15,82,175,4.555555555555555,0.3114754098360656,2,2,2,0.9142857142857143,43.0,0,0,0,0.0,0,0,0,0,0.0,262,0,0,0,0,0.0,0.0,9,9,9,0.0,0.0,-1,0,1,32767,16780,32767,-2501.4444444444443,-4224.444444444444,12452.777777777777,45503.42229986663,27959.53789147112,251635.84102324006,0,0,0.0,0,jab
4,12,172,0.6976744186046512,1135,279,0.45374449339207046,0.5462555066079295,0.0,0.3942652329749104,0.6057347670250897,0.0,2,2,59,105,-59,110,169,-105,515,620,0.650887573964497,110.0,169.0,0.8306451612903226,515.0,620.0,169,0,0,0.0,2,0,169,0,32767,-18624,-20904,43098.803707295636,110,0,515,42.916666666666664,0,68,4,38,0.36363636363636365,134,382,133,288,337,2.8947368421052633,0.31343283582089554,6,3,2,0.596116504854369,11.5,169,0,620,51.666666666666664,169,0,0,0,0.0,172,321,299,169,620,0.0,0.9825581395348837,2,2,1,0.5064516129032258,12.0,0,0,0,0.0,0,0,0,0,0.0,172,0,0,0,0,0.0,0.0,12,12,12,0.0,0.0,4,4,0,32768,18624,32767,-9174.75,-2052.6666666666665,12864.416666666666,46390.556291124594,26907.23528131652,322886.82337579824,3,30,0.2727272727272727,3,jab
5,16,192,0.8333333333333333,1604,346,0.6084788029925187,0.39027431421446385,0.0012468827930174563,0.5722543352601156,0.42196531791907516,0.005780346820809248,1,1,52,350,52,196,144,350,974,624,1.356164383561644,99.0,73.0,1.5591054313099042,488.0,313.0,198,0,0,0.0,1,198,0,0,32767,13916,-25644,43874.20746862557,198,0,976,61.0,198,81,0,0,0.0,192,522,454,198,976,0.0,0.609375,3,1,1,0.2028688524590164,99.0,146,0,626,39.125,0,0,2,27,0.13333333333333333,165,387,239,289,483,5.407407407407407,0.8848484848484849,3,2,2,0.5910543130990416,34.0,2,0,2,0.125,0,0,7,65,0.4666666666666667,127,2,0,2,2,0.03076923076923077,0.015748031496062992,1,1,1,1.0,2.0,-2,-7,-5,32768,16096,32767,-10257.125,156.0,15051.875,45916.40701317994,28183.086789107467,450929.38862571947,6,57,0.4,6,jab
6,15,269,0.5576208178438662,1412,232,0.8179886685552408,0.1791784702549575,0.0028328611898017,0.6508620689655172,0.34051724137931033,0.008620689655172414,1,1,72,902,72,149,77,902,1151,249,1.9113924050632911,75.5,39.5,4.565217391304348,288.75,63.25,151,0,0,0.0,1,151,0,0,32767,2968,-32768,46435.19287135566,151,0,1155,77.0,151,73,0,0,0.0,269,617,538,151,1155,0.0,0.2899628252788104,8,3,2,0.13073593073593073,75.5,79,0,253,16.866666666666667,0,3,1,20,0.07142857142857142,249,156,97,79,253,3.95,0.30522088353413657,3,3,1,0.31225296442687744,79.0,2,0,4,0.26666666666666666,0,0,5,58,0.35714285714285715,211,3,1,3,3,0.034482758620689655,0.009478672985781991,3,1,1,0.75,1.5,-1,-5,-4,32767,25048,32768,-12961.4,-801.8666666666667,16467.6,46435.19287135566,28848.504313034526,432727.5646955179,0,0,0.0,0,jab
7,16,227,0.7048458149779736,1767,426,0.6185625353706847,0.38030560271646857,0.0011318619128466328,0.5657276995305164,0.4295774647887324,0.004694835680751174,1,1,58,421,58,239,181,421,1091,670,1.3169398907103824,120.5,91.5,1.6264880952380953,546.5,336.0,241,0,0,0.0,1,241,0,0,32767,32767,-32768,56754.686167751825,241,0,1093,68.3125,241,63,0,0,0.0,227,689,404,241,1093,0.0,0.7841409691629956,1,1,1,0.2689844464775846,94.0,183,0,672,42.0,0,0,2,16,0.13333333333333333,211,445,227,249,606,11.4375,0.8672985781990521,2,2,1,0.5863095238095238,77.5,2,0,2,0.125,0,0,3,23,0.2,204,2,0,2,2,0.08695652173913043,0.00980392156862745,1,1,1,1.0,2.0,-2,-3,-1,32768,32767,32768,-7406.4375,2369.1875,9977.3125,56754.686167751825,30997.83184701227,495965.3095521963,0,0,0.0,0,jab
8,15,172,0.872093023255814,1420,261,0.5795774647887324,0.4154929577464789,0.004929577464788733,0.39846743295019155,0.5862068965517241,0.01532567049808429,2,1,49,233,-49,100,149,233,816,583,0.6797385620915033,26.0,38.25,1.3949152542372882,117.57142857142857,84.28571428571429,153,0,0,0.0,2,0,153,0,6772,-28584,3344,29564.968729900596,104,0,823,54.86666666666667,0,82,2,15,0.14285714285714285,157,369,454,138,789,6.933333333333334,0.14012738853503184,9,6,3,0.26974483596597815,45.0,153,0,590,39.333333333333336,153,0,0,0,0.0,172,346,244,153,590,0.0,0.8895348837209303,4,1,1,0.44745762711864406,21.0,4,0,7,0.4666666666666667,0,0,5,38,0.35714285714285715,134,6,1,4,7,0.10526315789473684,0.029850746268656716,2,1,1,0.8571428571428571,3.0,2,-3,-5,32767,28584,32767,-11622.466666666667,-1803.7333333333333,17572.666666666668,44546.405477883396,26811.780315303833,402176.7047295575,5,38,0.35714285714285715,5,jab
9,3,138,0.21739130434782608,462,327,0.8679653679653679,0.13203463203463203,0.0,0.8134556574923547,0.18654434250764526,0.0,1,1,205,340,205,266,61,340,401,61,4.360655737704918,266.0,61.0,6.573770491803279,401.0,61.0,266,1,8,0.5,1,266,0,0,32767,-32,-30736,44926.37320104974,266,0,401,133.66666666666666,135,0,1,8,0.5,130,135,266,401,266,16.375,2.046153846153846,2,1,1,1.0,198.5,61,0,61,20.333333333333332,0,61,2,138,1.0,0,0,61,61,61,0.4420289855072464,0.0,1,1,1,1.0,30.5,0,0,0,0.0,0,0,0,0,0.0,138,0,0,0,0,0.0,0.0,3,3,3,0.0,0.0,-1,1,2,32767,6392,30736,18828.666666666668,1586.6666666666667,-10688.0,44926.37320104974,30195.06601741641,90585.19805224924,1,8,0.5,0,jab
10,14,281,0.498220640569395,1453,456,0.5079146593255334,0.4907088781830695,0.0013764624913971094,0.7390350877192983,0.25877192982456143,0.0021929824561403508,1,1,219,25,219,336,117,25,736,711,2.8559322033898304,337.0,118.0,1.035063113604488,369.0,356.5,337,0,0,0.0,1,337,0,1,32767,26552,-17728,45748.95602087549,337,0,738,52.714285714285715,337,64,0,0,0.0,281,611,127,337,738,0.0,0.9715302491103203,2,1,1,0.7276422764227642,68.5,118,0,713,50.92857142857143,0,0,3,28,0.23076923076923078,253,363,350,229,602,4.214285714285714,0.466403162055336,9,2,2,0.423562412342216,26.0,1,0,2,0.14285714285714285,1,0,0,0,0.0,281,2,0,1,2,0.0,0.0035587188612099642,2,2,2,0.5,0.5,-3,0,3,32768,32767,32768,-3853.0714285714284,1494.7857142857142,7736.785714285715,56754.686167751825,26525.256241971798,371353.58738760516,1,7,0.07692307692307693,1,jab
11,17,209,0.8133971291866028,1535,328,0.5557003257328991,0.44299674267100975,0.0013029315960912053,0.6097560975609756,0.3871951219512195,0.003048780487804878,1,1,73,173,73,199,126,173,851,678,1.5748031496062993,200.0,127.0,1.2544117647058823,426.5,340.0,200,0,0,0.0,1,200,0,1,32767,22052,-17076,43029.71960168925,200,0,853,50.1764705882353,200,62,0,0,0.0,209,455,398,200,853,0.0,0.6602870813397129,2,1,1,0.365767878077374,44.0,127,0,680,40.0,0,0,3,29,0.1875,180,384,296,237,570,4.379310344827586,0.7055555555555556,7,2,1,0.47205882352941175,30.0,1,0,2,0.11764705882352941,1,0,0,0,0.0,209,1,1,1,2,0.0,0.004784688995215311,2,2,2,0.5,0.5,-3,0,3,32767,32767,29368,-2877.3529411764707,1615.7058823529412,9986.35294117647,54861.93582074916,25646.206067014034,435985.5031392386,1,8,0.0625,1,jab
12,8,162,0.49382716049382713,1222,415,0.7479541734860884,0.251227495908347,0.0008183306055646482,0.8024096385542169,0.19518072289156627,0.0024096385542168677,1,1,252,607,252,332,80,607,913,306,4.111111111111111,333.0,81.0,2.977198697068404,914.0,307.0,333,2,16,0.2857142857142857,1,333,0,0,32767,-16900,-32768,49325.73479432415,333,2,914,114.25,128,22,2,16,0.2857142857142857,146,816,98,732,515,12.8125,2.1301369863013697,2,2,1,0.7527352297592997,155.5,81,0,307,38.375,81,69,0,0,0.0,162,93,214,81,307,0.0,0.07407407407407407,4,4,2,0.26384364820846906,40.5,1,0,1,0.125,1,0,0,0,0.0,162,1,0,1,1,0.0,0.006172839506172839,1,1,1,1.0,0.5,2,2,0,32767,16900,32768,2785.625,-2674.5,576.375,49325.73479432415,30619.874006910715,244958.99205528572,2,16,0.2857142857142857,0,jab
13,10,272,0.36764705882352944,1091,265,0.9725022914757103,0.025664527956003668,0.0018331805682859762,0.9245283018867925,0.07169811320754717,0.0037735849056603774,1,1,226,1033,226,244,18,1033,1059,26,12.894736842105264,245.0,19.0,37.892857142857146,530.5,14.0,245,0,0,0.0,1,245,0,0,32767,26568,-16204,45189.65068464239,245,63,1061,106.1,245,71,0,0,0.0,272,695,366,245,1061,0.0,0.6397058823529411,2,2,2,0.4439208294062206,9.5,19,0,28,2.8,0,0,2,161,0.2222222222222222,111,28,0,19,28,0.11801242236024845,0.17117117117117117,1,1,1,1.0,14.5,1,0,2,0.2,0,0,2,161,0.2222222222222222,111,2,0,1,2,0.006211180124223602,0.009009009009009009,2,2,2,1.0,0.5,-2,-2,0,32767,32767,32768,-5714.2,6180.7,9570.0,56754.686167751825,29305.984377586363,293059.84377586364,1,7,0.1111111111111111,1,jab
14,10,180,0.5555555555555556,854,271,0.6721311475409836,0.3255269320843091,0.00234192037470726,0.5867158671586716,0.4059040590405904,0.007380073800738007,1,1,49,296,49,157,108,296,572,276,1.4454545454545455,79.5,55.0,2.064748201438849,287.0,139.0,159,0,0,0.0,1,159,0,0,32767,15424,-29280,46571.39105717157,159,0,574,57.4,159,62,0,0,0.0,180,228,346,159,574,0.0,0.5388888888888889,1,1,1,0.2770034843205575,79.5,110,0,278,27.8,0,0,2,20,0.2222222222222222,160,241,37,174,214,5.5,0.6875,3,1,1,0.8669064748201439,44.5,2,0,2,0.2,0,0,5,51,0.5555555555555556,129,0,2,2,2,0.0392156862745098,0.015503875968992248,1,1,1,1.0,2.0,-2,-5,-3,32767,20160,32767,-6245.8,-2936.0,12907.9,46571.39105717157,30796.346296320997,307963.46296320995,0,0,0.0,0,jab
15,7,148,0.472972972972973,830,455,0.5481927710843374,0.45180722891566266,0.0,0.8219780219780219,0.17802197802197803,0.0,1,1,293,80,293,374,81,80,455,375,4.617283950617284,374.0,81.0,1.2133333333333334,455.0,375.0,374,0,0,0.0,1,374,0,0,32767,8036,-32768,47031.855257899406,374,0,455,65.0,374,5,0,0,0.0,148,450,5,374,455,0.0,2.4932432432432434,1,1,1,0.989010989010989,149.0,81,0,375,53.57142857142857,0,67,4,134,0.6666666666666666,14,79,296,227,229,0.6044776119402985,1.0,5,5,2,0.6106666666666667,7.0,0,0,0,0.0,0,0,0,0,0.0,148,0,0,0,0,0.0,0.0,7,7,7,0.0,0.0,-4,0,4,32767,13968,32768,8736.142857142857,-906.8571428571429,-8071.428571428572,47031.855257899406,25161.745327707467,176132.21729395227,0,0,0.0,0,jab
16,19,215,0.8837209302325582,1986,380,0.5392749244712991,0.4607250755287009,0.0,0.39473684210526316,0.6052631578947368,0.0,2,1,80,156,-80,150,230,156,1071,915,0.6521739130434783,150.0,230.0,1.1704918032786886,1071.0,915.0,230,3,24,0.16666666666666666,2,0,230,0,32767,-21092,-19568,43605.68055884462,150,0,1071,56.36842105263158,150,65,0,0,0.0,215,584,487,150,1071,0.0,0.3953488372093023,9,2,1,0.26517273576097106,8.0,230,0,915,48.1578947368421,0,0,3,24,0.16666666666666666,191,590,325,340,805,9.583333333333334,1.2041884816753927,2,2,1,0.5704918032786885,84.0,0,0,0,0.0,0,0,0,0,0.0,215,0,0,0,0,0.0,0.0,19,19,19,0.0,0.0,-3,0,3,32768,32768,32768,-3034.1052631578946,-754.7894736842105,6612.894736842105,56754.686167751825,29898.894250233963,568078.9907544453,1,8,0.05555555555555555,-2,jab
17,14,125,1.12,1504,369,0.25930851063829785,0.7400265957446809,0.0006648936170212766,0.22764227642276422,0.7696476964769647,0.0027100271002710027,2,2,200,723,-200,83,283,-723,389,1112,0.29577464788732394,84.0,284.0,0.3504043126684636,390.0,1113.0,284,0,0,0.0,2,0,284,0,13092,-21484,-7548,26266.61424698661,84,0,390,27.857142857142858,0,0,5,39,0.38461538461538464,86,320,70,243,231,2.1538461538461537,0.9767441860465116,5,4,3,0.6153846153846154,6.0,284,0,1113,79.5,284,61,0,0,0.0,125,664,449,284,1113,0.0,1.784,2,2,1,0.4618149146451033,27.0,1,0,1,0.07142857142857142,0,0,7,55,0.5384615384615384,70,0,1,1,1,0.01818181818181818,0.014285714285714285,1,1,1,1.0,1.0,5,-2,-7,32767,21484,32767,-8543.785714285714,-4368.571428571428,12714.142857142857,46735.363580483674,23113.439437584824,323588.1521261875,7,55,0.5384615384615384,7,jab
18,19,228,0.8333333333333333,1893,388,0.3967247754886424,0.5921817221341785,0.011093502377179081,0.44329896907216493,0.5025773195876289,0.05412371134020619,2,2,23,370,-23,151,174,-370,730,1100,0.882051282051282,8.19047619047619,9.285714285714286,0.6699375557537912,35.76190476190476,53.38095238095238,195,2,15,0.1111111111111111,2,0,195,0,24116,-15456,-4760,29036.64911796814,172,0,751,39.526315789473685,172,65,0,0,0.0,228,479,272,172,751,0.0,0.4692982456140351,1,1,1,0.22902796271637815,86.0,195,0,1121,59.0,0,0,2,15,0.1111111111111111,213,547,574,264,1052,13.0,0.9154929577464789,5,2,2,0.39964317573595004,68.5,21,0,21,1.105263157894737,0,21,18,228,1.0,0,0,21,21,21,0.09210526315789473,0.0,1,1,1,1.0,10.5,-2,-18,-16,32768,32767,32768,-5960.1578947368425,-4699.0,10065.315789473685,56754.686167751825,28518.936286751756,541859.7894482834,0,0,0.0,-2,jab
19,18,210,0.8571428571428572,1598,275,0.41802252816020025,0.565081351689612,0.016896120150187734,0.32727272727272727,0.6145454545454545,0.05818181818181818,2,2,79,235,-79,74,153,-235,641,876,0.5325443786982249,5.625,10.5625,0.7397563676633444,24.74074074074074,33.44444444444444,169,0,0,0.0,2,0,169,0,17180,-18612,-1432,25369.46132656348,90,0,668,37.111111111111114,0,71,13,180,0.7647058823529411,30,223,445,385,373,0.5,0.6333333333333333,9,6,2,0.36826347305389223,12.0,169,0,903,50.166666666666664,169,0,0,0,0.0,210,658,245,169,903,0.0,0.8047619047619048,6,2,2,0.36766334440753046,3.0,16,0,27,1.5,0,16,17,210,1.0,0,1,26,27,16,0.0761904761904762,0.0,2,1,1,0.8888888888888888,4.0,13,-4,-17,32767,18612,32767,-8140.722222222223,-3210.8888888888887,14684.111111111111,44890.59359153095,22979.61089313857,413632.9960764943,5,62,0.29411764705882354,5,jab
20,19,204,0.9313725490196079,2551,576,0.5205801646413172,0.4794198353586829,0.0,0.453125,0.546875,0.0,2,1,54,105,-54,261,315,105,1328,1223,0.8285714285714286,261.0,315.0,1.0858544562551105,1328.0,1223.0,315,3,22,0.16666666666666666,2,0,315,0,32767,-11392,-18824,39468.9362537173,261,0,1328,69.89473684210526,254,72,1,7,0.05555555555555555,197,920,408,515,1074,1.0,0.9593908629441624,2,2,2,0.4661144578313253,82.0,315,0,1223,64.36842105263158,0,0,3,22,0.16666666666666666,182,839,384,490,1048,14.318181818181818,1.7307692307692308,3,2,1,0.5952575633687653,108.5,0,0,0,0.0,0,0,0,0,0.0,204,0,0,0,0,0.0,0.0,19,19,19,0.0,0.0,-2,1,3,32768,32767,32768,-5868.0,416.57894736842104,8465.684210526315,56754.686167751825,29544.523089140843,561345.938693676,1,7,0.05555555555555555,-2,jab
1,21,338,0.621301775147929,4014,1415,0.6928251121076233,0.30543099152964626,0.0017438963627304435,0.7102473498233216,0.2862190812720848,0.0035335689045936395,1,1,600,1555,600,1000,400,1555,2774,1219,2.4814814814814814,201.0,81.0,2.268352365415987,397.2857142857143,175.14285714285714,1005,1,8,0.05,1,1005,0,0,32767,10304,-32768,47471.99731420619,1005,0,2781,132.42857142857142,240,62,1,8,0.05,330,1380,1401,1245,2541,95.625,2.8575757575757574,1,1,1,0.4962243797195254,817.5,405,0,1226,58.38095238095238,0,0,4,30,0.2,308,1151,75,572,1059,13.5,1.3149350649350648,2,1,1,0.697389885807504,180.0,5,0,7,0.3333333333333333,0,0,3,23,0.15,315,7,0,5,7,0.21739130434782608,0.015873015873015872,1,1,1,1.0,4.0,-3,-2,1,32768,32768,32768,-9777.666666666666,-2594.5714285714284,14539.761904761905,56754.686167751825,34519.24859389132,724904.2204717178,2,15,0.1,1,cross
2,24,330,0.7272727272727273,3821,1199,0.7102852656372677,0.28866788798743787,0.0010468463752944255,0.8532110091743119,0.1451209341117598,0.0016680567139282735,1,1,849,1611,849,1021,172,1611,2710,1099,5.879310344827586,511.5,87.0,2.4605621033544876,678.5,275.75,1023,0,0,0.0,1,1023,0,0,32767,32767,-32768,56754.686167751825,1023,0,2714,113.08333333333333,1023,77,0,0,0.0,330,1297,1417,1023,2714,0.0,2.8666666666666667,1,1,1,0.4778924097273397,374.5,174,0,1103,45.958333333333336,0,0,3,28,0.13043478260869565,302,973,130,281,996,6.214285714285714,0.5761589403973509,7,1,1,0.3354487760652765,76.0,2,0,4,0.16666666666666666,0,0,2,20,0.08695652173913043,310,4,0,2,4,0.1,0.0064516129032258064,3,1,1,0.5,2.0,-3,-2,1,32768,32768,32768,-10457.083333333334,-4234.75,12514.916666666666,56755.263518020955,28399.24380279185,681581.8512670044,4,36,0.17391304347826086,4,cross
